year,state,crime_rate
1999,Arizona,551.1
2000,Arizona,531.7
2001,Arizona,540.3
2002,Arizona,554.5
2003,Arizona,513.3
2004,Arizona,504.4
2005,Arizona,512.0
2006,Arizona,542.6
2007,Arizona,518.0
2008,Arizona,485.6
2009,Arizona,426.5
2010,Arizona,413.6
2011,Arizona,414.2
2012,Arizona,428.6
2013,Arizona,415.6
2014,Arizona,392.7
2015,Arizona,410.2
2016,Arizona,471.0
2017,Arizona,505.7
2018,Arizona,475.7
2019,Arizona,455.3
1986,Montana,157.4
1987,Montana,151.2
1988,Montana,123.0
1989,Montana,116.0
1990,Montana,159.3
1991,Montana,139.9
1992,Montana,169.9
1993,Montana,177.5
1994,Montana,177.1
1995,Montana,171.4
1996,Montana,161.0
1997,Montana,132.1
1998,Montana,204.2
1999,Montana,236.8
2000,Montana,311.1
2001,Montana,352.0
2002,Montana,351.2
2003,Montana,365.0
2004,Montana,293.8
2005,Montana,281.8
2006,Montana,377.3
2007,Montana,379.8
2008,Montana,311.4
2009,Montana,287.0
2010,Montana,275.8
2011,Montana,276.1
2012,Montana,278.8
2013,Montana,288.1
2014,Montana,328.5
2015,Montana,353.4
2016,Montana,374.1
2017,Montana,373.9
2018,Montana,380.9
2019,Montana,404.9
1986,Alaska,570.4
1987,Alaska,455.4
1988,Alaska,522.8
1989,Alaska,497.7
1990,Alaska,524.5
1991,Alaska,613.9
1992,Alaska,660.5
1993,Alaska,760.8
1994,Alaska,766.3
1995,Alaska,770.9
1996,Alaska,727.7
1997,Alaska,701.1
1998,Alaska,653.9
1999,Alaska,630.8
2000,Alaska,566.9
2001,Alaska,589.5
2002,Alaska,565.4
2003,Alaska,598.0
2004,Alaska,632.3
2005,Alaska,632.3
2006,Alaska,688.0
2007,Alaska,661.3
2008,Alaska,652.1
2009,Alaska,633.4
2010,Alaska,635.3
2011,Alaska,610.1
2012,Alaska,604.1
2013,Alaska,638.7
2014,Alaska,635.5
2015,Alaska,730.8
2016,Alaska,804.6
2017,Alaska,856.7
2018,Alaska,891.7
2019,Alaska,867.1
1986,New Jersey,572.5
1987,New Jersey,541.0
1988,New Jersey,582.8
1989,New Jersey,609.0
1990,New Jersey,647.6
1991,New Jersey,634.8
1992,New Jersey,625.8
1993,New Jersey,626.9
1994,New Jersey,614.2
1995,New Jersey,599.8
1996,New Jersey,531.5
1997,New Jersey,492.6
1998,New Jersey,440.2
1999,New Jersey,411.9
2000,New Jersey,383.8
2001,New Jersey,388.8
2002,New Jersey,376.1
2003,New Jersey,364.3
2004,New Jersey,356.3
2005,New Jersey,355.3
2006,New Jersey,350.2
2007,New Jersey,328.6
2008,New Jersey,326.5
2009,New Jersey,311.4
2010,New Jersey,307.5
2011,New Jersey,307.9
2012,New Jersey,290.1
2013,New Jersey,288.9
2014,New Jersey,260.9
2015,New Jersey,256.0
2016,New Jersey,243.5
2017,New Jersey,231.8
2018,New Jersey,208.6
2019,New Jersey,206.9
1986,Utah,266.7
1987,Utah,229.8
1988,Utah,243.1
1989,Utah,258.8
1990,Utah,283.9
1991,Utah,286.8
1992,Utah,290.5
1993,Utah,301.0
1994,Utah,304.5
1995,Utah,328.8
1996,Utah,331.9
1997,Utah,334.0
1998,Utah,314.2
1999,Utah,275.6
2000,Utah,255.7
2001,Utah,233.2
2002,Utah,236.7
2003,Utah,250.4
2004,Utah,233.3
2005,Utah,225.4
2006,Utah,226.3
2007,Utah,239.9
2008,Utah,225.3
2009,Utah,215.4
2010,Utah,213.5
2011,Utah,197.1
2012,Utah,208.0
2013,Utah,228.9
2014,Utah,219.5
2015,Utah,238.7
2016,Utah,243.3
2017,Utah,242.2
2018,Utah,239.4
2019,Utah,235.6
1986,Georgia,587.6
1987,Georgia,576.5
1988,Georgia,665.3
1989,Georgia,735.8
1990,Georgia,756.3
1991,Georgia,738.2
1992,Georgia,733.2
1993,Georgia,723.1
1994,Georgia,667.7
1995,Georgia,657.1
1996,Georgia,638.7
1997,Georgia,606.6
1998,Georgia,572.7
1999,Georgia,533.9
2000,Georgia,504.7
2001,Georgia,495.7
2002,Georgia,459.6
2003,Georgia,454.5
2004,Georgia,451.0
2005,Georgia,445.9
2006,Georgia,477.9
2007,Georgia,491.5
2008,Georgia,488.9
2009,Georgia,428.0
2010,Georgia,402.3
2011,Georgia,374.6
2012,Georgia,380.0
2013,Georgia,375.4
2014,Georgia,385.8
2015,Georgia,381.3
2016,Georgia,390.4
2017,Georgia,356.5
2018,Georgia,338.9
2019,Georgia,340.7
1986,Kentucky,334.4
1987,Kentucky,337.8
1988,Kentucky,330.1
1989,Kentucky,356.9
1990,Kentucky,390.4
1991,Kentucky,438.0
1992,Kentucky,535.5
1993,Kentucky,462.7
1994,Kentucky,444.0
1995,Kentucky,364.7
1996,Kentucky,320.5
1997,Kentucky,316.9
1998,Kentucky,328.0
1999,Kentucky,308.3
2000,Kentucky,294.5
2001,Kentucky,258.3
2002,Kentucky,271.4
2003,Kentucky,248.5
2004,Kentucky,245.1
2005,Kentucky,266.8
2006,Kentucky,270.1
2007,Kentucky,290.7
2008,Kentucky,297.2
2009,Kentucky,255.0
2010,Kentucky,243.9
2011,Kentucky,239.6
2012,Kentucky,224.9
2013,Kentucky,210.9
2014,Kentucky,215.2
2015,Kentucky,223.5
2016,Kentucky,235.6
2017,Kentucky,231.1
2018,Kentucky,217.9
2019,Kentucky,217.1
1986,District of Columbia,1505.3
1987,District of Columbia,1610.3
1988,District of Columbia,1921.6
1989,District of Columbia,2141.9
1990,District of Columbia,2458.2
1991,District of Columbia,2453.3
1992,District of Columbia,2832.8
1993,District of Columbia,2921.8
1994,District of Columbia,2662.6
1995,District of Columbia,2661.4
1996,District of Columbia,2469.8
1997,District of Columbia,2024.2
1998,District of Columbia,1718.5
1999,District of Columbia,1627.7
2000,District of Columbia,1507.9
2001,District of Columbia,1602.4
2002,District of Columbia,1637.9
2003,District of Columbia,1624.9
2004,District of Columbia,1369.4
2005,District of Columbia,1380.0
2006,District of Columbia,1508.4
2007,District of Columbia,1415.1
2008,District of Columbia,1437.7
2009,District of Columbia,1348.9
2010,District of Columbia,1326.8
2011,District of Columbia,1200.8
2012,District of Columbia,1241.8
2013,District of Columbia,1296.4
2014,District of Columbia,1242.6
2015,District of Columbia,1273.6
2016,District of Columbia,1203.5
2017,District of Columbia,1002.7
2018,District of Columbia,997.1
2019,District of Columbia,1049.0
1986,North Carolina,475.9
1987,North Carolina,484.0
1988,North Carolina,501.9
1989,North Carolina,546.4
1990,North Carolina,623.5
1991,North Carolina,658.4
1992,North Carolina,681.0
1993,North Carolina,679.3
1994,North Carolina,655.0
1995,North Carolina,646.4
1996,North Carolina,588.1
1997,North Carolina,607.0
1998,North Carolina,579.4
1999,North Carolina,542.1
2000,North Carolina,497.6
2001,North Carolina,493.1
2002,North Carolina,471.0
2003,North Carolina,454.1
2004,North Carolina,447.8
2005,North Carolina,468.7
2006,North Carolina,475.2
2007,North Carolina,466.1
2008,North Carolina,467.6
2009,North Carolina,404.5
2010,North Carolina,362.7
2011,North Carolina,346.3
2012,North Carolina,353.5
2013,North Carolina,341.0
2014,North Carolina,329.1
2015,North Carolina,346.1
2016,North Carolina,371.8
2017,North Carolina,370.4
2018,North Carolina,356.2
2019,North Carolina,371.8
1986,West Virginia,164.5
1987,West Virginia,137.3
1988,West Virginia,131.4
1989,West Virginia,146.7
1990,West Virginia,169.3
1991,West Virginia,191.0
1992,West Virginia,211.5
1993,West Virginia,208.4
1994,West Virginia,215.8
1995,West Virginia,210.2
1996,West Virginia,210.1
1997,West Virginia,218.7
1998,West Virginia,248.6
1999,West Virginia,350.7
2000,West Virginia,316.5
2001,West Virginia,279.6
2002,West Virginia,233.9
2003,West Virginia,255.4
2004,West Virginia,281.9
2005,West Virginia,273.9
2006,West Virginia,281.2
2007,West Virginia,276.8
2008,West Virginia,275.9
2009,West Virginia,305.2
2010,West Virginia,301.2
2011,West Virginia,296.3
2012,West Virginia,320.1
2013,West Virginia,305.2
2014,West Virginia,316.4
2015,West Virginia,347.5
2016,West Virginia,362.7
2017,West Virginia,361.2
2018,West Virginia,299.9
2019,West Virginia,316.6
